(0.12, 0.16)	superkingdom	TP	271869
(0.12, 0.16)	superkingdom	FP	203
(0.001, 0.02)	species	TP	314616
(0.001, 0.02)	species	FN	137803
(0.001, 0.02)	species	FP	267955
(0.001, 0.02)	species	TN	12963
(0.001, 0.02)	genus	TP	500556
(0.001, 0.02)	genus	FN	149767
(0.001, 0.02)	genus	FP	83014
(0.001, 0.02)	family	TP	573366
(0.001, 0.02)	family	FN	140790
(0.001, 0.02)	family	FP	19181
(0.001, 0.02)	order	TP	637650
(0.001, 0.02)	order	FN	90893
(0.001, 0.02)	order	FP	4794
(0.001, 0.02)	class	TP	641230
(0.001, 0.02)	class	FN	89991
(0.001, 0.02)	class	FP	2116
(0.001, 0.02)	phylum	TP	642215
(0.001, 0.02)	phylum	FN	89613
(0.001, 0.02)	phylum	FP	1509
(0.001, 0.02)	superkingdom	TP	644247
(0.001, 0.02)	superkingdom	FN	89055
(0.001, 0.02)	superkingdom	FP	35
