(0.06, 0.12)	species	TN	866671
(0.06, 0.12)	species	FN	133334
(0.06, 0.12)	genus	FN	796266
(0.06, 0.12)	genus	FP	28995
(0.06, 0.12)	genus	TN	127791
(0.06, 0.12)	genus	TP	46953
(0.06, 0.12)	family	FN	791147
(0.06, 0.12)	family	FP	51964
(0.06, 0.12)	family	TP	98862
(0.06, 0.12)	family	TN	58032
(0.06, 0.12)	order	FN	743321
(0.06, 0.12)	order	FP	56244
(0.06, 0.12)	order	TP	200440
(0.06, 0.12)	class	FN	658909
(0.06, 0.12)	class	FP	66306
(0.06, 0.12)	class	TP	274790
(0.06, 0.12)	phylum	FP	98274
(0.06, 0.12)	phylum	FN	510315
(0.06, 0.12)	phylum	TP	391416
(0.06, 0.12)	superkingdom	TP	909180
(0.06, 0.12)	superkingdom	FN	87826
(0.06, 0.12)	superkingdom	FP	2999
(0.22, 0.35)	species	TN	2400012
(0.22, 0.35)	species	FN	133334
(0.22, 0.35)	genus	TN	1733877
(0.22, 0.35)	genus	FP	117228
(0.22, 0.35)	genus	FN	682228
(0.22, 0.35)	genus	TP	13
(0.22, 0.35)	family	TN	1202184
(0.22, 0.35)	family	FP	204170
(0.22, 0.35)	family	FN	1115191
(0.22, 0.35)	family	TP	11801
(0.22, 0.35)	order	FN	1295115
(0.22, 0.35)	order	FP	243699
(0.22, 0.35)	order	TP	34920
(0.22, 0.35)	order	TN	959612
(0.22, 0.35)	class	FN	1361442
(0.22, 0.35)	class	FP	333680
(0.22, 0.35)	class	TP	71279
(0.22, 0.35)	class	TN	766945
(0.22, 0.35)	phylum	FN	1577647
(0.22, 0.35)	phylum	TP	240000
(0.22, 0.35)	phylum	FP	580959
(0.22, 0.35)	phylum	TN	134740
(0.22, 0.35)	superkingdom	FN	711420
(0.22, 0.35)	superkingdom	TP	1802698
(0.22, 0.35)	superkingdom	FP	19228
(0.16, 0.22)	species	TN	1200006
(0.16, 0.22)	genus	FN	607810
(0.16, 0.22)	genus	FP	74508
(0.16, 0.22)	genus	TP	14741
(0.16, 0.22)	genus	TN	502947
(0.16, 0.22)	family	FN	751232
(0.16, 0.22)	family	TP	30802
(0.16, 0.22)	family	FP	110559
(0.16, 0.22)	family	TN	307413
(0.16, 0.22)	order	FN	810672
(0.16, 0.22)	order	TP	75035
(0.16, 0.22)	order	FP	136582
(0.16, 0.22)	order	TN	177717
(0.16, 0.22)	class	FN	718480
(0.16, 0.22)	class	TP	139651
(0.16, 0.22)	class	FP	171360
(0.16, 0.22)	class	TN	170515
(0.16, 0.22)	phylum	FN	665856
(0.16, 0.22)	phylum	TP	228685
(0.16, 0.22)	phylum	FP	213573
