(0.12, 0.16)	species	FP	131497
(0.12, 0.16)	species	TN	135171
(0.12, 0.16)	genus	TP	126666
(0.12, 0.16)	genus	FN	135171
(0.12, 0.16)	genus	FP	4831
(0.12, 0.16)	family	TP	130552
(0.12, 0.16)	family	FN	135171
(0.12, 0.16)	family	FP	945
(0.12, 0.16)	order	TP	130935
(0.12, 0.16)	order	FN	135171
(0.12, 0.16)	order	FP	562
(0.12, 0.16)	class	TP	130946
(0.12, 0.16)	class	FN	135171
(0.12, 0.16)	class	FP	551
(0.12, 0.16)	phylum	TP	131109
(0.12, 0.16)	phylum	FN	135171
(0.12, 0.16)	phylum	FP	388
(0.12, 0.16)	superkingdom	TP	131147
(0.12, 0.16)	superkingdom	FN	135171
(0.12, 0.16)	superkingdom	FP	350
(0.06, 0.12)	species	FP	731202
(0.06, 0.12)	species	TN	684701
(0.06, 0.12)	species	FN	58399
(0.06, 0.12)	species	TP	59039
(0.06, 0.12)	genus	FP	314023
(0.06, 0.12)	genus	TN	312663
(0.06, 0.12)	genus	FN	430437
(0.06, 0.12)	genus	TP	476218
(0.06, 0.12)	family	FP	291491
(0.06, 0.12)	family	TN	312663
(0.06, 0.12)	family	FN	430437
(0.06, 0.12)	family	TP	498750
(0.06, 0.12)	order	FP	236426
(0.06, 0.12)	order	TN	300987
(0.06, 0.12)	order	FN	442113
(0.06, 0.12)	order	TP	553815
(0.06, 0.12)	class	FP	236295
(0.06, 0.12)	class	TN	300987
(0.06, 0.12)	class	FN	442113
(0.06, 0.12)	class	TP	553946
(0.06, 0.12)	phylum	TP	701190
(0.06, 0.12)	phylum	FN	743100
(0.06, 0.12)	phylum	FP	89051
(0.06, 0.12)	superkingdom	TP	783998
(0.06, 0.12)	superkingdom	FN	743100
(0.06, 0.12)	superkingdom	FP	6243
(0.02, 0.06)	species	FP	571330
(0.02, 0.06)	species	TP	351869
(0.02, 0.06)	species	FN	149217
(0.02, 0.06)	species	TN	260924
(0.02, 0.06)	genus	FP	246767
(0.02, 0.06)	genus	TP	676432
(0.02, 0.06)	genus	FN	318625
(0.02, 0.06)	genus	TN	91516
(0.02, 0.06)	family	FP	245177
(0.02, 0.06)	family	TP	678022
(0.02, 0.06)	family	FN	318625
(0.02, 0.06)	family	TN	91516
(0.02, 0.06)	order	FP	245086
(0.02, 0.06)	order	TP	678113
(0.02, 0.06)	order	FN	318625
(0.02, 0.06)	order	TN	91516
(0.02, 0.06)	class	FP	244868
(0.02, 0.06)	class	TP	678331
(0.02, 0.06)	class	FN	318625
(0.02, 0.06)	class	TN	91516
(0.02, 0.06)	phylum	FP	63623
(0.02, 0.06)	phylum	TP	859576
(0.02, 0.06)	phylum	FN	410141
(0.02, 0.06)	superkingdom	FP	1001
(0.02, 0.06)	superkingdom	TP	922198
(0.02, 0.06)	superkingdom	FN	410141
(0.001, 0.02)	species	TP	634715
(0.001, 0.02)	species	FN	23340
(0.001, 0.02)	species	FP	202426
(0.001, 0.02)	species	TN	72857
(0.001, 0.02)	genus	TP	711424
(0.001, 0.02)	genus	FN	93633
(0.001, 0.02)	genus	FP	125717
(0.001, 0.02)	genus	TN	2564
(0.001, 0.02)	family	TP	712364
(0.001, 0.02)	family	FN	93633
(0.001, 0.02)	family	FP	124777
