(0.16, 0.22)	species	TN	1116685
(0.16, 0.22)	species	FP	83321
(0.16, 0.22)	genus	FN	601432
(0.16, 0.22)	genus	FP	70241
(0.16, 0.22)	genus	TP	13080
(0.16, 0.22)	genus	TN	515253
(0.16, 0.22)	family	FN	791173
(0.16, 0.22)	family	FP	48751
(0.16, 0.22)	family	TP	34570
(0.16, 0.22)	family	TN	325512
(0.16, 0.22)	order	FN	919933
(0.16, 0.22)	order	TP	54283
(0.16, 0.22)	order	FP	29038
(0.16, 0.22)	order	TN	196752
(0.16, 0.22)	class	FN	919933
(0.16, 0.22)	class	TP	62908
(0.16, 0.22)	class	FP	20413
(0.16, 0.22)	class	TN	196752
(0.16, 0.22)	phylum	FN	985478
(0.16, 0.22)	phylum	TP	70241
(0.16, 0.22)	phylum	FP	13080
(0.16, 0.22)	phylum	TN	131207
(0.16, 0.22)	superkingdom	FN	1116685
(0.16, 0.22)	superkingdom	TP	83069
(0.16, 0.22)	superkingdom	FP	252
(0.0, 0.001)	species	TP	760439
(0.0, 0.001)	species	FN	172748
(0.0, 0.001)	species	FP	151
(0.0, 0.001)	genus	TP	760454
(0.0, 0.001)	genus	FN	172748
(0.0, 0.001)	genus	FP	136
(0.0, 0.001)	family	TP	760477
(0.0, 0.001)	family	FN	172748
(0.0, 0.001)	family	FP	113
(0.0, 0.001)	order	TP	760509
(0.0, 0.001)	order	FN	172748
(0.0, 0.001)	order	FP	81
(0.0, 0.001)	class	TP	760514
(0.0, 0.001)	class	FN	172748
(0.0, 0.001)	class	FP	76
(0.0, 0.001)	phylum	TP	760569
(0.0, 0.001)	phylum	FN	172748
(0.0, 0.001)	phylum	FP	21
(0.0, 0.001)	superkingdom	TP	760590
(0.0, 0.001)	superkingdom	FN	172748
(0.02, 0.06)	species	FN	78034
(0.02, 0.06)	species	FP	324146
(0.02, 0.06)	species	TP	241108
(0.02, 0.06)	species	TN	156716
(0.02, 0.06)	genus	FN	122264
(0.02, 0.06)	genus	FP	203195
(0.02, 0.06)	genus	TP	362059
(0.02, 0.06)	genus	TN	112486
(0.02, 0.06)	family	FN	194729
(0.02, 0.06)	family	FP	148622
(0.02, 0.06)	family	TP	416632
(0.02, 0.06)	family	TN	40021
(0.02, 0.06)	order	FN	194729
(0.02, 0.06)	order	FP	132222
(0.02, 0.06)	order	TP	433032
(0.02, 0.06)	order	TN	40021
(0.02, 0.06)	class	FN	234750
(0.02, 0.06)	class	FP	106464
(0.02, 0.06)	class	TP	458790
(0.02, 0.06)	phylum	FN	234750
(0.02, 0.06)	phylum	FP	55575
(0.02, 0.06)	phylum	TP	509679
(0.02, 0.06)	superkingdom	FN	234750
(0.02, 0.06)	superkingdom	FP	64
(0.02, 0.06)	superkingdom	TP	565190
(0.06, 0.12)	species	TN	584078
(0.06, 0.12)	species	FP	298301
(0.06, 0.12)	species	FN	61332
(0.06, 0.12)	species	TP	56294
(0.06, 0.12)	genus	TN	116526
(0.06, 0.12)	genus	FP	81915
(0.06, 0.12)	genus	TP	272680
(0.06, 0.12)	genus	FN	528884
(0.06, 0.12)	family	FN	584049
(0.06, 0.12)	family	TP	294144
(0.06, 0.12)	family	FP	60451
(0.06, 0.12)	family	TN	61361
(0.06, 0.12)	order	FN	645410
(0.06, 0.12)	order	TP	327451
(0.06, 0.12)	order	FP	27144
(0.06, 0.12)	class	FN	645410
(0.06, 0.12)	class	TP	338789
(0.06, 0.12)	class	FP	15806
(0.06, 0.12)	phylum	FN	645410
(0.06, 0.12)	phylum	TP	348970
(0.06, 0.12)	phylum	FP	5625
(0.06, 0.12)	superkingdom	FN	645410
(0.06, 0.12)	superkingdom	TP	354268
(0.06, 0.12)	superkingdom	FP	327
(0.22, 0.35)	species	TN	2327334
(0.22, 0.35)	species	FP	84781
(0.22, 0.35)	species	FN	121087
(0.22, 0.35)	species	TP	144
(0.22, 0.35)	genus	TN	1744993
(0.22, 0.35)	genus	FP	82873
(0.22, 0.35)	genus	FN	703428
(0.22, 0.35)	genus	TP	2052
(0.22, 0.35)	family	TN	1237674
(0.22, 0.35)	family	FP	77627
(0.22, 0.35)	family	FN	1210747
(0.22, 0.35)	family	TP	7298
(0.22, 0.35)	order	TN	979366
