Bin	Rank	Count	Hamming_distance	Match
(0.05, 0.15)	Phylum	246	4	False
(0.05, 0.15)	Family	232	3	False
(0.05, 0.15)	Phylum	219	3	False
(0.05, 0.15)	Class	216	4	False
(0.05, 0.15)	Kingdom	205	1	True
(0.05, 0.15)	Class	177	3	False
(0.05, 0.15)	Phylum	159	2	False
(0.05, 0.15)	Class	133	2	False
(0.05, 0.15)	Order	127	3	False
(0.05, 0.15)	Kingdom	121	0	True
(0.05, 0.15)	Family	113	2	False
(0.05, 0.15)	Order	77	2	False
(0.05, 0.15)	Order	36	1	False
(0.05, 0.15)	Family	33	1	False
(0.05, 0.15)	Class	33	1	False
(0.05, 0.15)	Phylum	21	1	False
(0.05, 0.15)	Family	16	0	False
(0.05, 0.15)	Order	16	0	False
(0.05, 0.15)	Phylum	14	0	False
(0.05, 0.15)	Class	4	0	False
(0.05, 0.15)	Kingdom	2	5	False
(0.0, 0.05)	Species	386456	0	True
(0.0, 0.05)	Species	111422	1	True
(0.0, 0.05)	Genus	108627	0	True
(0.0, 0.05)	Species	101102	0	False
(0.0, 0.05)	Species	84120	5	False
(0.0, 0.05)	Species	77527	1	False
(0.0, 0.05)	Species	65294	2	False
(0.0, 0.05)	Species	57251	3	False
(0.0, 0.05)	Species	54566	4	False
(0.0, 0.05)	Genus	22399	1	True
(0.0, 0.05)	Species	21191	2	True
(0.0, 0.05)	Genus	4482	2	True
(0.0, 0.05)	Genus	3594	5	False
(0.0, 0.05)	Species	3360	3	True
(0.0, 0.05)	Genus	2098	4	False
(0.0, 0.05)	Kingdom	1790	5	True
(0.0, 0.05)	Genus	1661	3	False
(0.0, 0.05)	Genus	1342	2	False
(0.0, 0.05)	Genus	1178	3	True
(0.0, 0.05)	Order	1158	0	True
(0.0, 0.05)	Kingdom	975	1	True
(0.0, 0.05)	Genus	963	1	False
(0.0, 0.05)	Kingdom	909	0	True
(0.0, 0.05)	Kingdom	768	4	True
(0.0, 0.05)	Kingdom	752	2	True
(0.0, 0.05)	Family	639	0	True
(0.0, 0.05)	Kingdom	628	3	True
(0.0, 0.05)	Species	526	4	True
(0.0, 0.05)	Family	511	5	False
(0.0, 0.05)	Phylum	453	5	False
(0.0, 0.05)	Genus	400	4	True
(0.0, 0.05)	Order	397	1	True
(0.0, 0.05)	Family	344	4	False
(0.0, 0.05)	Phylum	336	0	True
(0.0, 0.05)	Order	334	5	False
(0.0, 0.05)	Class	334	5	False
(0.0, 0.05)	Family	314	2	False
(0.0, 0.05)	Family	294	3	False
(0.0, 0.05)	Family	278	1	False
(0.0, 0.05)	Phylum	228	1	True
(0.0, 0.05)	Class	222	4	False
(0.0, 0.05)	Class	209	2	False
(0.0, 0.05)	Family	208	1	True
(0.0, 0.05)	Phylum	199	4	False
(0.0, 0.05)	Class	196	3	False
(0.0, 0.05)	Order	187	2	True
(0.0, 0.05)	Phylum	185	3	False
(0.0, 0.05)	Order	168	4	False
(0.0, 0.05)	Phylum	168	2	False
(0.0, 0.05)	Genus	164	5	True
(0.0, 0.05)	Species	159	5	True
(0.0, 0.05)	Order	147	3	False
(0.0, 0.05)	Class	144	1	False
(0.0, 0.05)	Order	128	1	False
(0.0, 0.05)	Order	123	2	False
(0.0, 0.05)	Phylum	121	2	True
(0.0, 0.05)	Phylum	101	1	False
(0.0, 0.05)	Class	100	0	True
(0.0, 0.05)	Family	99	2	True
(0.0, 0.05)	Genus	93	0	False
(0.0, 0.05)	Order	65	3	True
(0.0, 0.05)	Phylum	44	3	True
(0.0, 0.05)	Class	43	1	True
(0.0, 0.05)	Family	31	3	True
(0.0, 0.05)	Phylum	29	4	True
(0.0, 0.05)	Order	25	4	True
(0.0, 0.05)	Family	20	0	False
(0.0, 0.05)	Class	19	2	True
(0.0, 0.05)	Order	18	0	False
(0.0, 0.05)	Class	18	0	False
(0.0, 0.05)	Order	13	5	True
(0.0, 0.05)	Family	13	4	True
(0.0, 0.05)	Class	13	3	True
(0.0, 0.05)	Phylum	12	5	True
(0.0, 0.05)	Phylum	9	0	False
(0.0, 0.05)	Class	8	4	True
(0.0, 0.05)	Family	5	5	True
(0.0, 0.05)	Class	2	5	True
(0.0, 0.05)	Kingdom	2	2	False
(0.0, 0.05)	Kingdom	1	3	False
(0.05, 0.15)	Species	131760	2	False
(0.05, 0.15)	Species	125029	3	False
(0.05, 0.15)	Species	99885	4	False
(0.05, 0.15)	Species	96026	1	False
(0.05, 0.15)	Species	95951	5	False
(0.05, 0.15)	Species	35849	0	False
(0.05, 0.15)	Genus	23458	1	True
(0.05, 0.15)	Genus	22435	0	True
(0.05, 0.15)	Genus	16404	2	True
(0.05, 0.15)	Genus	9772	3	True
(0.05, 0.15)	Family	6029	0	True
(0.05, 0.15)	Genus	4770	4	True
(0.05, 0.15)	Family	4061	1	True
(0.05, 0.15)	Phylum	3524	0	True
(0.05, 0.15)	Genus	2650	5	False
(0.05, 0.15)	Genus	2138	5	True
(0.05, 0.15)	Family	2049	2	True
(0.05, 0.15)	Genus	1653	4	False
(0.05, 0.15)	Genus	1414	3	False
(0.05, 0.15)	Genus	1173	2	False
(0.05, 0.15)	Phylum	1129	1	True
(0.05, 0.15)	Kingdom	1037	5	True
(0.05, 0.15)	Genus	882	1	False
(0.05, 0.15)	Family	813	3	True
(0.05, 0.15)	Family	793	1	False
(0.05, 0.15)	Genus	676	0	False
(0.05, 0.15)	Family	665	2	False
(0.05, 0.15)	Phylum	662	2	True
(0.05, 0.15)	Phylum	434	3	True
(0.05, 0.15)	Kingdom	416	4	True
(0.05, 0.15)	Phylum	413	5	True
(0.05, 0.15)	Family	388	3	False
(0.05, 0.15)	Family	384	5	False
(0.05, 0.15)	Family	382	0	False
(0.05, 0.15)	Phylum	364	4	True
(0.05, 0.15)	Family	357	4	True
(0.05, 0.15)	Kingdom	326	2	True
(0.05, 0.15)	Family	320	4	False
(0.05, 0.15)	Kingdom	318	1	True
(0.05, 0.15)	Kingdom	297	3	True
(0.05, 0.15)	Class	275	5	False
(0.05, 0.15)	Order	255	5	False
(0.05, 0.15)	Phylum	198	5	False
(0.05, 0.15)	Kingdom	193	0	True
(0.05, 0.15)	Order	144	4	False
(0.05, 0.15)	Family	128	5	True
(0.05, 0.15)	Class	118	3	False
(0.05, 0.15)	Class	117	4	False
(0.05, 0.15)	Order	103	3	False
(0.05, 0.15)	Order	101	2	False
(0.05, 0.15)	Class	73	2	False
(0.05, 0.15)	Phylum	71	4	False
(0.05, 0.15)	Order	68	1	False
(0.05, 0.15)	Phylum	67	3	False
(0.05, 0.15)	Class	53	1	False
(0.05, 0.15)	Phylum	51	2	False
(0.05, 0.15)	Phylum	48	1	False
(0.05, 0.15)	Order	45	1	True
(0.05, 0.15)	Order	39	0	True
(0.05, 0.15)	Order	34	2	True
(0.05, 0.15)	Class	23	1	True
(0.05, 0.15)	Order	22	3	True
(0.05, 0.15)	Order	16	0	False
(0.05, 0.15)	Class	13	0	False
(0.05, 0.15)	Class	12	2	True
(0.05, 0.15)	Order	8	4	True
(0.05, 0.15)	Order	3	5	True
(0.05, 0.15)	Class	2	3	True
(0.05, 0.15)	Class	2	0	True
(0.05, 0.15)	Class	1	5	True
(0.05, 0.15)	Phylum	1	0	False
(0.15, 0.35)	Species	75410	5	False
(0.15, 0.35)	Species	30125	4	False
(0.15, 0.35)	Species	16578	3	False
(0.15, 0.35)	Species	8371	2	False
(0.15, 0.35)	Kingdom	6373	5	True
(0.15, 0.35)	Kingdom	5321	4	True
(0.15, 0.35)	Kingdom	4221	3	True
(0.15, 0.35)	Species	3613	1	False
(0.15, 0.35)	Kingdom	3609	2	True
(0.15, 0.35)	Genus	3362	5	False
(0.15, 0.35)	Kingdom	3036	1	True
(0.15, 0.35)	Species	2449	0	False
(0.15, 0.35)	Kingdom	2230	0	True
(0.15, 0.35)	Genus	1433	4	False
(0.15, 0.35)	Genus	845	3	False
(0.15, 0.35)	Phylum	618	5	False
(0.15, 0.35)	Genus	574	2	False
(0.15, 0.35)	Family	475	5	False
(0.15, 0.35)	Class	455	5	False
(0.15, 0.35)	Genus	343	1	False
(0.15, 0.35)	Phylum	341	4	False
(0.15, 0.35)	Order	336	5	False
(0.15, 0.35)	Family	285	4	False
(0.15, 0.35)	Class	259	4	False
(0.15, 0.35)	Phylum	239	3	False
(0.15, 0.35)	Order	219	4	False
(0.15, 0.35)	Family	219	3	False
(0.15, 0.35)	Family	211	2	False
(0.15, 0.35)	Class	197	3	False
(0.15, 0.35)	Order	195	3	False
(0.15, 0.35)	Phylum	176	2	False
(0.15, 0.35)	Phylum	159	1	False
(0.15, 0.35)	Order	125	2	False
(0.15, 0.35)	Class	124	2	False
(0.15, 0.35)	Class	115	1	False
(0.15, 0.35)	Family	114	1	False
(0.15, 0.35)	Genus	101	0	False
(0.15, 0.35)	Order	64	1	False
(0.15, 0.35)	Order	49	0	False
(0.15, 0.35)	Family	47	0	False
(0.15, 0.35)	Phylum	39	0	False
(0.15, 0.35)	Class	38	0	False
(0.15, 0.35)	Species	51325	5	False
(0.15, 0.35)	Species	27705	4	False
(0.15, 0.35)	Species	16582	3	False
(0.15, 0.35)	Species	7516	2	False
(0.15, 0.35)	Genus	2591	5	False
(0.15, 0.35)	Species	2446	1	False
(0.15, 0.35)	Kingdom	1573	5	True
(0.15, 0.35)	Genus	1573	4	False
(0.15, 0.35)	Genus	1165	3	False
(0.15, 0.35)	Kingdom	963	4	True
(0.15, 0.35)	Kingdom	663	3	True
(0.15, 0.35)	Genus	576	2	False
(0.15, 0.35)	Species	515	0	False
(0.15, 0.35)	Kingdom	499	2	True
(0.15, 0.35)	Phylum	461	5	False
(0.15, 0.35)	Family	457	5	False
(0.15, 0.35)	Order	419	5	False
(0.15, 0.35)	Class	419	5	False
(0.15, 0.35)	Phylum	363	4	False
(0.15, 0.35)	Kingdom	348	1	True
(0.15, 0.35)	Family	305	4	False
(0.15, 0.35)	Phylum	300	3	False
(0.15, 0.35)	Genus	273	1	False
(0.15, 0.35)	Class	261	4	False
(0.15, 0.35)	Order	250	4	False
(0.15, 0.35)	Family	228	3	False
(0.15, 0.35)	Phylum	200	2	False
(0.15, 0.35)	Class	189	3	False
(0.15, 0.35)	Kingdom	177	0	True
(0.15, 0.35)	Family	160	2	False
(0.15, 0.35)	Order	158	2	False
(0.15, 0.35)	Order	150	3	False
(0.15, 0.35)	Family	122	1	False
(0.15, 0.35)	Class	109	2	False
(0.15, 0.35)	Phylum	83	1	False
(0.15, 0.35)	Order	73	1	False
(0.15, 0.35)	Class	57	1	False
(0.15, 0.35)	Genus	56	0	False
(0.15, 0.35)	Family	41	0	False
(0.15, 0.35)	Phylum	38	0	False
(0.15, 0.35)	Order	19	0	False
(0.15, 0.35)	Class	19	0	False
(0.15, 0.35)	Class	17	2	True
(0.15, 0.35)	Class	16	1	True
(0.15, 0.35)	Genus	9	0	True
(0.15, 0.35)	Class	8	3	True
(0.15, 0.35)	Kingdom	7	5	False
(0.15, 0.35)	Class	5	5	True
(0.15, 0.35)	Genus	5	3	True
(0.15, 0.35)	Family	3	2	True
(0.15, 0.35)	Class	2	4	True
(0.15, 0.35)	Class	2	0	True
(0.15, 0.35)	Species	100024	5	False
(0.15, 0.35)	Species	97401	3	False
(0.15, 0.35)	Species	93437	4	False
(0.15, 0.35)	Species	82455	2	False
(0.15, 0.35)	Species	42862	1	False
(0.15, 0.35)	Species	9228	0	False
(0.15, 0.35)	Family	5745	1	True
(0.15, 0.35)	Family	4290	2	True
(0.15, 0.35)	Family	4272	0	True
(0.15, 0.35)	Genus	3393	5	False
(0.15, 0.35)	Genus	3006	3	False
(0.15, 0.35)	Genus	3002	2	False
(0.15, 0.35)	Genus	2758	4	False
(0.15, 0.35)	Genus	2364	1	False
(0.15, 0.35)	Family	2170	3	True
(0.15, 0.35)	Kingdom	1033	5	True
(0.15, 0.35)	Family	956	4	True
(0.15, 0.35)	Genus	705	0	False
(0.15, 0.35)	Phylum	560	2	True
(0.15, 0.35)	Phylum	524	1	True
(0.15, 0.35)	Phylum	434	3	True
(0.15, 0.35)	Kingdom	420	1	True
(0.15, 0.35)	Family	409	5	False
(0.15, 0.35)	Kingdom	407	4	True
(0.15, 0.35)	Genus	394	0	True
(0.15, 0.35)	Phylum	361	5	True
(0.15, 0.35)	Genus	359	1	True
(0.15, 0.35)	Phylum	358	4	True
(0.15, 0.35)	Phylum	329	0	True
(0.15, 0.35)	Kingdom	328	3	True
(0.15, 0.35)	Kingdom	303	2	True
(0.15, 0.35)	Family	289	5	True
(0.15, 0.35)	Class	262	5	False
(0.15, 0.35)	Order	254	5	False
(0.15, 0.35)	Family	238	3	False
(0.15, 0.35)	Kingdom	230	0	True
(0.15, 0.35)	Family	220	4	False
(0.15, 0.35)	Genus	204	2	True
(0.15, 0.35)	Phylum	203	5	False
(0.15, 0.35)	Class	162	4	False
(0.15, 0.35)	Class	156	3	False
(0.15, 0.35)	Family	155	2	False
(0.15, 0.35)	Order	135	4	False
(0.15, 0.35)	Order	128	2	False
(0.15, 0.35)	Genus	116	3	True
(0.15, 0.35)	Class	112	2	False
(0.15, 0.35)	Phylum	105	4	False
(0.15, 0.35)	Order	99	1	True
(0.15, 0.35)	Order	97	3	False
(0.15, 0.35)	Order	91	1	False
(0.15, 0.35)	Family	77	1	False
(0.15, 0.35)	Phylum	76	3	False
(0.15, 0.35)	Class	68	1	False
(0.15, 0.35)	Order	66	0	True
(0.15, 0.35)	Phylum	65	2	False
(0.15, 0.35)	Phylum	48	1	False
(0.15, 0.35)	Order	45	2	True
(0.15, 0.35)	Genus	41	4	True
(0.15, 0.35)	Order	25	3	True
(0.15, 0.35)	Genus	20	5	True
(0.15, 0.35)	Order	20	0	False
(0.15, 0.35)	Family	16	0	False
(0.15, 0.35)	Class	15	1	True
(0.15, 0.35)	Class	15	0	False
(0.15, 0.35)	Phylum	11	0	False
(0.15, 0.35)	Order	6	4	True
(0.15, 0.35)	Class	4	2	True
(0.15, 0.35)	Class	3	0	True
(0.15, 0.35)	Order	2	5	True
(0.15, 0.35)	Species	76313	5	False
(0.15, 0.35)	Species	65017	4	False
(0.15, 0.35)	Species	54525	3	False
(0.15, 0.35)	Species	34334	2	False
(0.15, 0.35)	Species	14312	1	False
(0.15, 0.35)	Genus	3015	5	False
(0.15, 0.35)	Genus	2851	4	False
(0.15, 0.35)	Species	2699	0	False
(0.15, 0.35)	Genus	2680	3	False
(0.15, 0.35)	Genus	2152	2	False
(0.15, 0.35)	Genus	1453	1	False
(0.15, 0.35)	Phylum	1100	1	True
(0.15, 0.35)	Family	1009	4	False
(0.15, 0.35)	Phylum	994	2	True
(0.15, 0.35)	Family	965	3	False
(0.15, 0.35)	Kingdom	873	5	True
(0.15, 0.35)	Class	862	0	True
(0.15, 0.35)	Family	854	5	False
(0.15, 0.35)	Phylum	850	0	True
(0.15, 0.35)	Kingdom	812	1	True
(0.15, 0.35)	Family	784	2	False
(0.15, 0.35)	Phylum	772	3	True
(0.15, 0.35)	Kingdom	746	2	True
(0.15, 0.35)	Kingdom	738	4	True
(0.15, 0.35)	Class	722	3	False
(0.15, 0.35)	Kingdom	711	3	True
(0.15, 0.35)	Family	657	1	False
(0.15, 0.35)	Order	651	4	False
(0.15, 0.35)	Class	640	2	False
(0.15, 0.35)	Order	639	3	False
(0.15, 0.35)	Order	593	5	False
(0.15, 0.35)	Class	589	4	False
(0.15, 0.35)	Kingdom	558	0	True
(0.15, 0.35)	Class	557	1	False
(0.15, 0.35)	Genus	548	0	False
(0.15, 0.35)	Order	537	2	False
(0.15, 0.35)	Class	527	1	True
(0.15, 0.35)	Class	495	5	False
(0.15, 0.35)	Class	440	2	True
(0.15, 0.35)	Phylum	427	4	True
(0.15, 0.35)	Order	396	1	False
(0.15, 0.35)	Class	367	3	True
(0.15, 0.35)	Phylum	275	5	True
(0.15, 0.35)	Phylum	262	5	False
(0.15, 0.35)	Family	249	0	False
(0.15, 0.35)	Class	213	4	True
(0.15, 0.35)	Phylum	158	3	False
(0.15, 0.35)	Phylum	157	4	False
(0.15, 0.35)	Class	144	5	True
(0.15, 0.35)	Order	143	0	False
(0.15, 0.35)	Phylum	129	2	False
(0.15, 0.35)	Class	125	0	False
(0.15, 0.35)	Phylum	85	1	False
(0.15, 0.35)	Family	82	0	True
(0.15, 0.35)	Family	38	2	True
(0.15, 0.35)	Family	36	1	True
(0.15, 0.35)	Family	21	3	True
(0.15, 0.35)	Family	10	4	True
(0.15, 0.35)	Phylum	9	0	False
(0.15, 0.35)	Family	5	5	True
(0.15, 0.35)	Kingdom	5	3	False
(0.05, 0.15)	Species	151924	1	False
(0.05, 0.15)	Species	146152	5	False
(0.05, 0.15)	Species	133572	2	False
(0.05, 0.15)	Species	116712	0	False
(0.05, 0.15)	Species	108735	3	False
(0.05, 0.15)	Species	100526	4	False
(0.05, 0.15)	Phylum	10707	0	True
(0.05, 0.15)	Phylum	8808	1	True
(0.05, 0.15)	Genus	5824	0	True
(0.05, 0.15)	Class	5216	0	True
(0.05, 0.15)	Phylum	4996	2	True
(0.05, 0.15)	Family	4366	1	False
(0.05, 0.15)	Class	4264	1	True
(0.05, 0.15)	Genus	4173	2	False
(0.05, 0.15)	Family	4146	2	False
(0.05, 0.15)	Genus	4014	5	False
(0.05, 0.15)	Genus	3632	3	False
(0.05, 0.15)	Genus	3277	1	False
(0.05, 0.15)	Genus	3273	4	False
(0.05, 0.15)	Kingdom	3127	1	True
(0.05, 0.15)	Family	3027	3	False
(0.05, 0.15)	Genus	2494	1	True
(0.05, 0.15)	Class	2366	2	False
(0.05, 0.15)	Order	2341	1	False
(0.05, 0.15)	Class	2266	1	False
(0.05, 0.15)	Kingdom	2145	2	True
(0.05, 0.15)	Order	2128	2	False
(0.05, 0.15)	Phylum	2103	3	True
(0.05, 0.15)	Class	2082	2	True
(0.05, 0.15)	Family	2070	4	False
(0.05, 0.15)	Class	1691	3	False
(0.05, 0.15)	Family	1687	5	False
(0.05, 0.15)	Family	1584	0	False
(0.05, 0.15)	Kingdom	1466	0	True
(0.05, 0.15)	Order	1432	3	False
(0.05, 0.15)	Kingdom	1117	3	True
(0.05, 0.15)	Order	1080	0	False
(0.05, 0.15)	Class	1079	4	False
(0.05, 0.15)	Class	999	5	False
(0.05, 0.15)	Phylum	900	4	True
(0.05, 0.15)	Order	876	4	False
(0.05, 0.15)	Class	815	3	True
(0.05, 0.15)	Genus	751	0	False
(0.05, 0.15)	Order	692	5	False
(0.05, 0.15)	Kingdom	678	5	True
(0.05, 0.15)	Kingdom	671	4	True
(0.05, 0.15)	Genus	610	2	True
(0.05, 0.15)	Class	590	0	False
(0.05, 0.15)	Phylum	446	5	True
(0.05, 0.15)	Class	319	4	True
(0.05, 0.15)	Phylum	266	5	False
(0.05, 0.15)	Genus	190	3	True
(0.05, 0.15)	Phylum	181	2	False
(0.05, 0.15)	Phylum	175	4	False
(0.05, 0.15)	Phylum	162	3	False
(0.05, 0.15)	Class	118	5	True
(0.05, 0.15)	Phylum	107	1	False
(0.05, 0.15)	Genus	38	4	True
(0.05, 0.15)	Genus	6	5	True
(0.05, 0.15)	Phylum	3	0	False
(0.15, 0.35)	Species	37288	5	False
(0.15, 0.35)	Species	20999	4	False
(0.15, 0.35)	Species	12972	3	False
(0.15, 0.35)	Species	6618	2	False
(0.15, 0.35)	Species	2332	1	False
(0.15, 0.35)	Genus	1474	5	False
(0.15, 0.35)	Genus	869	4	False
(0.15, 0.35)	Kingdom	718	5	True
(0.15, 0.35)	Genus	699	3	False
(0.15, 0.35)	Kingdom	539	4	True
(0.15, 0.35)	Genus	471	2	False
(0.15, 0.35)	Kingdom	453	3	True
(0.15, 0.35)	Species	398	0	False
(0.15, 0.35)	Phylum	370	5	False
(0.15, 0.35)	Kingdom	370	2	True
(0.15, 0.35)	Class	339	5	False
(0.15, 0.35)	Genus	317	1	False
(0.15, 0.35)	Kingdom	306	1	True
(0.15, 0.35)	Class	253	4	False
(0.15, 0.35)	Family	247	5	False
(0.15, 0.35)	Family	246	4	False
(0.15, 0.35)	Order	239	5	False
(0.15, 0.35)	Kingdom	239	0	True
(0.15, 0.35)	Phylum	234	4	False
(0.15, 0.35)	Family	219	3	False
(0.15, 0.35)	Class	213	3	False
(0.15, 0.35)	Phylum	208	3	False
(0.15, 0.35)	Family	192	0	True
(0.15, 0.35)	Order	178	4	False
(0.15, 0.35)	Class	177	2	False
(0.15, 0.35)	Phylum	176	2	False
(0.15, 0.35)	Family	174	2	False
(0.15, 0.35)	Order	138	3	False
(0.15, 0.35)	Family	123	1	True
(0.15, 0.35)	Genus	116	0	False
(0.15, 0.35)	Phylum	103	1	False
(0.15, 0.35)	Class	101	1	False
(0.15, 0.35)	Family	92	1	False
(0.15, 0.35)	Order	85	2	False
(0.15, 0.35)	Order	65	0	True
(0.15, 0.35)	Order	54	1	False
(0.15, 0.35)	Family	52	2	True
(0.15, 0.35)	Order	47	1	True
(0.15, 0.35)	Class	36	0	False
(0.15, 0.35)	Family	25	3	True
(0.15, 0.35)	Family	25	0	False
(0.15, 0.35)	Family	20	4	True
(0.15, 0.35)	Phylum	17	0	False
(0.15, 0.35)	Order	15	0	False
(0.15, 0.35)	Order	10	2	True
(0.15, 0.35)	Order	7	4	True
(0.15, 0.35)	Family	5	5	True
(0.15, 0.35)	Phylum	5	5	True
(0.15, 0.35)	Phylum	5	4	True
(0.15, 0.35)	Phylum	5	2	True
(0.15, 0.35)	Class	5	0	True
(0.15, 0.35)	Order	4	3	True
(0.15, 0.35)	Kingdom	4	1	False
(0.15, 0.35)	Order	3	5	True
(0.15, 0.35)	Phylum	3	3	True
(0.15, 0.35)	Kingdom	2	5	False
(0.15, 0.35)	Class	2	3	True
(0.15, 0.35)	Phylum	2	0	True
(0.0, 0.05)	Species	343363	0	False
(0.0, 0.05)	Species	299144	1	False
(0.0, 0.05)	Species	219667	2	False
(0.0, 0.05)	Species	164780	3	False
(0.0, 0.05)	Species	119017	4	False
(0.0, 0.05)	Species	98813	5	False
(0.0, 0.05)	Family	95813	0	True
(0.0, 0.05)	Family	33825	1	True
(0.0, 0.05)	Order	18161	0	True
(0.0, 0.05)	Family	13303	2	True
(0.0, 0.05)	Order	11667	1	True
(0.0, 0.05)	Family	5607	3	True
(0.0, 0.05)	Order	5105	2	True
(0.0, 0.05)	Genus	4234	2	False
(0.0, 0.05)	Genus	4096	1	False
(0.0, 0.05)	Genus	3517	3	False
(0.0, 0.05)	Class	3499	0	True
(0.0, 0.05)	Class	3334	1	True
(0.0, 0.05)	Genus	2561	4	False
(0.0, 0.05)	Genus	2453	5	False
(0.0, 0.05)	Family	2413	4	True
(0.0, 0.05)	Phylum	2013	0	True
(0.0, 0.05)	Order	1869	3	True
(0.0, 0.05)	Phylum	1798	1	True
(0.0, 0.05)	Class	1774	2	True
(0.0, 0.05)	Family	1374	2	False
(0.0, 0.05)	Phylum	1298	2	True
(0.0, 0.05)	Family	1277	1	False
(0.0, 0.05)	Genus	1251	0	False
(0.0, 0.05)	Kingdom	1114	1	True
(0.0, 0.05)	Family	1001	5	True
(0.0, 0.05)	Family	984	3	False
(0.0, 0.05)	Kingdom	857	0	True
(0.0, 0.05)	Kingdom	819	2	True
(0.0, 0.05)	Phylum	768	3	True
(0.0, 0.05)	Class	758	3	True
(0.0, 0.05)	Genus	711	1	True
(0.0, 0.05)	Family	665	4	False
(0.0, 0.05)	Genus	641	0	True
(0.0, 0.05)	Kingdom	612	3	True
(0.0, 0.05)	Family	568	5	False
(0.0, 0.05)	Order	556	4	True
(0.0, 0.05)	Order	439	0	False
(0.0, 0.05)	Order	425	2	False
(0.0, 0.05)	Kingdom	423	5	True
(0.0, 0.05)	Class	415	3	False
(0.0, 0.05)	Order	394	1	False
(0.0, 0.05)	Kingdom	384	4	True
(0.0, 0.05)	Class	371	2	False
(0.0, 0.05)	Phylum	369	4	True
(0.0, 0.05)	Class	343	5	False
(0.0, 0.05)	Order	336	3	False
(0.0, 0.05)	Class	322	4	False
(0.0, 0.05)	Order	318	4	False
(0.0, 0.05)	Class	313	1	False
(0.0, 0.05)	Class	306	4	True
(0.0, 0.05)	Genus	303	2	True
(0.0, 0.05)	Order	296	5	False
(0.0, 0.05)	Order	201	5	True
(0.0, 0.05)	Phylum	175	5	False
(0.0, 0.05)	Family	170	0	False
(0.0, 0.05)	Phylum	159	5	True
(0.0, 0.05)	Class	141	5	True
(0.0, 0.05)	Phylum	85	4	False
(0.0, 0.05)	Genus	63	3	True
(0.0, 0.05)	Phylum	58	2	False
(0.0, 0.05)	Phylum	54	3	False
(0.0, 0.05)	Phylum	35	1	False
(0.0, 0.05)	Class	33	0	False
(0.0, 0.05)	Genus	26	4	True
(0.0, 0.05)	Phylum	5	0	False
(0.0, 0.05)	Kingdom	3	5	False
(0.0, 0.05)	Genus	2	5	True
(0.0, 0.05)	Kingdom	2	4	False
(0.05, 0.15)	Species	150733	2	False
(0.05, 0.15)	Species	131917	3	False
(0.05, 0.15)	Species	126899	5	False
(0.05, 0.15)	Species	126108	1	False
(0.05, 0.15)	Species	108622	4	False
(0.05, 0.15)	Species	52955	0	False
(0.05, 0.15)	Genus	32869	0	True
(0.05, 0.15)	Genus	24787	1	True
(0.05, 0.15)	Genus	12421	2	True
(0.05, 0.15)	Phylum	5977	0	True
(0.05, 0.15)	Phylum	5795	1	True
(0.05, 0.15)	Genus	4719	3	True
(0.05, 0.15)	Phylum	3824	2	True
(0.05, 0.15)	Class	3655	1	True
(0.05, 0.15)	Class	2911	0	True
(0.05, 0.15)	Genus	2724	5	False
(0.05, 0.15)	Class	2200	2	True
(0.05, 0.15)	Kingdom	2114	1	True
(0.05, 0.15)	Genus	2015	4	False
(0.05, 0.15)	Genus	1980	3	False
(0.05, 0.15)	Kingdom	1973	0	True
(0.05, 0.15)	Genus	1811	2	False
(0.05, 0.15)	Phylum	1652	3	True
(0.05, 0.15)	Family	1607	2	False
(0.05, 0.15)	Genus	1579	4	True
(0.05, 0.15)	Kingdom	1575	2	True
(0.05, 0.15)	Family	1375	3	False
(0.05, 0.15)	Family	1273	1	False
(0.05, 0.15)	Genus	1172	1	False
(0.05, 0.15)	Class	1105	2	False
(0.05, 0.15)	Family	1066	4	False
(0.05, 0.15)	Family	1042	5	False
(0.05, 0.15)	Order	1018	2	False
(0.05, 0.15)	Class	1009	1	False
(0.05, 0.15)	Order	944	1	False
(0.05, 0.15)	Class	923	3	False
(0.05, 0.15)	Family	905	1	True
(0.05, 0.15)	Order	883	0	False
(0.05, 0.15)	Kingdom	852	3	True
(0.05, 0.15)	Class	838	3	True
(0.05, 0.15)	Family	788	0	True
(0.05, 0.15)	Phylum	754	4	True
(0.05, 0.15)	Order	744	3	False
(0.05, 0.15)	Class	653	5	False
(0.05, 0.15)	Class	604	4	False
(0.05, 0.15)	Genus	593	5	True
(0.05, 0.15)	Order	533	4	False
(0.05, 0.15)	Kingdom	517	4	True
(0.05, 0.15)	Kingdom	510	5	True
(0.05, 0.15)	Family	492	2	True
(0.05, 0.15)	Order	456	5	False
(0.05, 0.15)	Phylum	358	5	True
(0.05, 0.15)	Class	332	4	True
(0.05, 0.15)	Family	263	0	False
(0.05, 0.15)	Family	226	3	True
(0.05, 0.15)	Class	222	0	False
(0.05, 0.15)	Genus	195	0	False
(0.05, 0.15)	Phylum	168	5	False
(0.05, 0.15)	Class	148	5	True
(0.05, 0.15)	Phylum	95	4	False
(0.05, 0.15)	Order	72	1	True
(0.05, 0.15)	Phylum	71	3	False
(0.05, 0.15)	Family	66	4	True
(0.05, 0.15)	Phylum	59	2	False
(0.05, 0.15)	Order	57	0	True
(0.05, 0.15)	Order	49	2	True
(0.05, 0.15)	Phylum	28	1	False
(0.05, 0.15)	Family	19	5	True
(0.05, 0.15)	Order	8	3	True
